Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGHM5;qValue;fold;log2(fold)
8125397;8125347;8123089;8122981;-;-;SCO7318;hypothetical protein;315;318;0,401999915;0,990566038;-0,013674937
3204853;3204872;3206218;3206227;+;-;SCO2949;UDP-N-acetylglucosamine 1-carboxyvinyltransferase;274;252;0,40349026;1,087301587;0,120752159
3811274;3811274;3810669;;-;-;SCO3450;ECF subfamily RNA polymerase sigma factor;42;27;0,404170361;1,555555556;0,637429921
4369809;4369809;4368955;4368955;-;-;SCO3968;hypothetical protein;471;445;0,404170361;1,058426966;0,081921724
3716169;3716194;3716802;3716802;+;-;SCO3357;hypothetical protein;679;643;0,404170361;1,055987558;0,078592837
1044585;1044394;1043990;1043990;-;-;SCO0989;hypothetical protein;81;54;0,406496239;1,5;0,584962501
1599845;1599845;1599480;1599471;-;-;SCO1497;hypothetical protein;82;54;0,407368633;1,518518519;0,602664502
2007899;2007938;2009392;2009468;+;-;SCO1875;penicillin binding protein;67;52;0,408972945;1,288461538;0,365649472
;1245771;1250951;1250951;+;-;SCO1182;hypothetical protein;61;53;0,408972945;1,150943396;0,202816883
8479536;8479547;8480098;8480478;+;-;SCO7652;acetyltransferase;164;124;0,409863886;1,322580645;0,403355694
6832126;6832135;6835920;6835927;+;-;SCO6219;Ser/Thr protein kinase;72;56;0,410517974;1,285714286;0,362570079
4961108;4961108;4962022;4962114;+;-;SCO4545;hypothetical protein;398;917;0,410517974;0,434023991;-1,204153303
4258451;4258428;4258228;4258085;-;-;SCO3870;hypothetical protein;1274;949;0,410517974;1,342465753;0,424885285
7362445;7362458;7362646;7362646;+;-;SCO6634;hypothetical protein;59;32;0,41067129;1,84375;0,882643049
;8233778;8232555;8232528;-;-;SCO7417;cytochrome P450-family protein;34;68;0,412057734;0,5;-1
2848760;2848812;2849981;2849995;+;-;SCO2622;hypothetical protein;55;35;0,412181159;1,571428571;0,652076697
7751072;7751075;7751488;7751847;+;-;SCO6983;hypothetical protein;183;128;0,412181159;1,4296875;0,515699838
6346894;6347027;6347575;6347575;+;nrdR;SCO5804;transcriptional regulator NrdR;1382;1407;0,41373692;0,982231699;-0,025864713
3154677;3154677;3155144;3155186;+;-;SCO2901;hypothetical protein;267;229;0,414502467;1,165938865;0,221492144
2924985;2924985;2924515;;-;-;SCO2683;single-strand DNA-binding protein;26;14;0,414971742;1,857142857;0,893084796
2605502;2605550;2608351;2608351;+;-;SCO2430;beta-galactosidase;44;38;0,414971742;1,157894737;0,211504105
3941221;3941251;3943206;3943218;+;-;SCO3563;acetyl-CoA synthetase;241;231;0,414971742;1,043290043;0,061140295
6419065;;;6418839;-;-;predicted RNA;antisense: SCO5861;392;296;0,414971742;1,324324324;0,405256478
;3681213;3680398;3680398;-;-;SCO3329;hypothetical protein;26;16;0,416285745;1,625;0,700439718
3981898;3981839;3981549;3981549;-;-;SCO3604;hypothetical protein;31;63;0,416285745;0,492063492;-1,023083613
1459886;1459822;1458383;1458322;-;-;SCO1380;DNA polymerase IV;165;117;0,416285745;1,41025641;0,495957495
4595572;4595605;4596861;4596902;+;-;SCO4186;hypothetical protein;222;179;0,416285745;1,240223464;0,310600089
2730375;2730432;2731511;2731511;+;-;SCO2532;PhoH-like protein;492;474;0,416285745;1,037974684;0,053771256
1378812;1378742;1377579;;-;-;SCO1301;exonuclease;90;72;0,416764568;1,25;0,321928095
5378730;5378730;5377855;5377843;-;-;SCO4944;DNA-binding protein;133;114;0,41694495;1,166666667;0,222392421
2753800;2753781;2752687;;-;-;SCO2553;oxidoreductase;267;222;0,417236919;1,202702703;0,266280065
2331676;;;2331649;-;-;predicted RNA;-;221;464;0,417880626;0,476293103;-1,070078436
5420786;5420747;5419347;;-;-;SCO4981;hypothetical protein;66;50;0,417936038;1,32;0,40053793
1517340;1517384;1517758;1517804;+;-;SCO1421;hypothetical protein;4295;3640;0,418106789;1,179945055;0,238719681
5134355;5134360;5134545;5134756;+;rpsN;SCO4715;30S ribosomal protein S14;3775;3850;0,418106789;0,980519481;-0,028381801
;2171847;2170384;2170251;-;gltD;SCO2025;glutamate synthase;146;101;0,419225737;1,445544554;0,531613076
2847652;;;2847576;-;-;SCOt16;Pro tRNA;68;34;0,419783022;2;1
2751556;2751556;2751900;;+;-;SCO2551;hypothetical protein;37;21;0,420573781;1,761904762;0,817135943
3059936;3059936;3059223;;-;-;SCO2801;two component system response regulator;50;35;0,420573781;1,428571429;0,514573173
1295384;1295384;1294926;1294926;-;-;SCO1224;sugar-phosphate isomerase;60;40;0,420573781;1,5;0,584962501
4474915;4474926;4475408;4475408;+;-;SCO4081;hypothetical protein;139;92;0,420573781;1,510869565;0,595379117
7413409;7413412;7414299;;+;-;SCO6672;hypothetical protein;156;128;0,420573781;1,21875;0,285402219
3943313;3943390;3944814;3944836;+;nhaA;SCO3564;pH-dependent sodium/proton antiporter;451;459;0,420573781;0,982570806;-0,02536672
796469;796584;796799;796819;+;-;SCO0753;hypothetical protein;1146;839;0,420573781;1,3659118;0,449864328
;424406;423654;423654;-;-;SCO0402;hypothetical protein;30;19;0,420752969;1,578947368;0,658963082
;7139838;7140506;;+;-;SCO6455;ABC transporter ATP-binding protein;42;28;0,420752969;1,5;0,584962501
;898037;896973;896898;-;-;SCO0851;PfkB-family carbohydrate kinase;66;44;0,420752969;1,5;0,584962501
1149987;1149998;1150681;1150681;+;-;SCO1090;phosphodiesterase;66;48;0,420752969;1,375;0,459431619
8315723;8315715;8314675;8314675;-;-;SCO7502;LacI family transcriptional regulator;83;63;0,420752969;1,317460317;0,397759508
6663319;6663344;6663991;6664068;+;-;SCO6071;A-factor receptor-like protein;123;90;0,420752969;1,366666667;0,450661409
3487542;3487555;3488169;3488169;+;-;SCO3183;hypothetical protein;141;106;0,420752969;1,330188679;0,411630898
6244949;6244949;6245260;6245331;+;-;SCO5725;hypothetical protein;362;305;0,420752969;1,186885246;0,247180455
1659144;1659144;1660625;1660744;+;-;SCO1551;protein kinase;328;316;0,420752969;1,037974684;0,053771256
7869656;;;7869971;+;-;predicted RNA;antisense: SCO7080;385;333;0,420752969;1,156156156;0,209336269
8131625;8131625;8130726;;-;-;SCO7324;regulatory protein;444;422;0,420752969;1,052132701;0,073316678
2243208;2243208;2241793;;-;-;SCO2088;UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate- D-alanyl-alanyl ligase;491;502;0,420752969;0,978087649;-0,03196434
3231953;3231839;3231048;3230990;-;-;SCO2971;hypothetical protein;2127;1772;0,420752969;1,2003386;0,263441429
709071;709071;709688;;+;-;SCO0669;TetR family transcriptional regulator;24;46;0,421132829;0,52173913;-0,938599455
3262410;3262446;3263402;3263402;+;-;SCO2995;ABC transporter;88;66;0,421132829;1,333333333;0,415037499
1638986;1638942;1636966;1636966;-;thrS;SCO1531;threonyl-tRNA synthetase;414;424;0,421132829;0,976415094;-0,034433497
2814229;2814168;2813146;2813146;-;-;SCO2598;dehydrogenase;50;34;0,421513555;1,470588235;0,556393349
4508515;4508515;4509459;;+;-;SCO4109;oxidoreductase;35;24;0,422054912;1,458333333;0,544320516
5664861;5664876;5666699;5666699;+;-;SCO5205;hypothetical protein;61;52;0,422054912;1,173076923;0,230297619
200024;200024;200428;200604;+;-;SCO0209;hypothetical protein;181;125;0,422054912;1,448;0,534061602
3496641;3496670;3497140;3497276;+;-;SCO3190;mechanosensitive channel;594;483;0,422054912;1,229813665;0,298439742
3397344;3397339;3396692;3396692;-;-;SCO3101;lipoprotein;55;39;0,422081165;1,41025641;0,495957495
4510875;4510875;4509484;4509484;-;-;SCO4110;hypothetical protein;58;43;0,422081165;1,348837209;0,43171624
977270;977265;976453;;-;-;SCO0929;hypothetical protein;71;47;0,422081165;1,510638298;0,595158268
2128658;2128658;2129218;2129296;+;-;SCO1991;hypothetical protein;127;86;0,422081165;1,476744186;0,562419932
6959844;6959844;6958987;6958987;-;-;SCO6299;TetR family transcriptional regulator;115;90;0,422081165;1,277777778;0,353636955
;1976849;1978357;;+;-;SCO1848;cobyric acid synthase;170;129;0,422081165;1,317829457;0,398163681
1666826;1666530;1662892;1662841;-;-;SCO1554;nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase;146;142;0,422081165;1,028169014;0,040077439
2329527;2329452;2326327;2326308;-;-;SCO2164;integral membrane efflux protein;81;180;0,422081165;0,45;-1,152003093
2918434;2918391;2916748;2916746;-;-;SCO2677;ABC transporter ATP-binding protein;771;727;0,422081165;1,060522696;0,084775496
3206794;;;3206768;-;-;predicted RNA;-;11452;9801;0,422081165;1,168452199;0,224598715
6771695;6771589;6770801;6770801;-;-;SCO6168;hypothetical protein;36;24;0,422177648;1,5;0,584962501
1302247;1302287;1303009;1303009;+;-;SCO1228;acyltransferase;50;36;0,422177648;1,388888889;0,473931188
8178701;8178701;8179468;8179481;+;-;SCO7366;hypothetical protein;52;38;0,422177648;1,368421053;0,452512205
3027508;3027514;3029130;3029147;+;-;SCO2776;acetyl/propionyl CoA carboxylase subunit beta;91;72;0,422177648;1,263888889;0,337869639
1510100;1510018;1509614;1509609;-;-;SCO1414;ankyrin;219;166;0,422177648;1,319277108;0,399747628
3208478;3208452;3207037;3206795;-;-;SCO2951;malate oxidoreductase;368;356;0,422177648;1,033707865;0,047828525
5361696;5361712;5362857;5363223;+;-;SCO4928;adenylate cyclase;374;360;0,422177648;1,038888889;0,055041364
2104921;2104918;2104340;2104340;-;-;SCO1965;export associated protein;952;928;0,422177648;1,025862069;0,036836768
4748502;4748436;4746028;4745952;-;-;SCO4332;integral membrane ATPase;31;57;0,422281646;0,543859649;-0,878693704
3662049;3661555;3661178;3661178;-;-;SCO3309;hypothetical protein;32;63;0,422515965;0,507936508;-0,977279923
2225904;2225895;2225281;2225156;-;lspA;SCO2074;lipoprotein signal peptidase;303;218;0,422515965;1,389908257;0,474989659
5891522;5891522;5892892;5892892;+;-;SCO5422;hypothetical protein;47;31;0,422775928;1,516129032;0,600392541
4507134;4507333;4508376;4508494;+;-;SCO4108;peptidase;437;423;0,423288018;1,033096927;0,046975616
;2430237;2426233;2426233;-;-;SCO2259;multidomain-containing protein family;26;21;0,424862862;1,238095238;0,308122295
8072079;8072074;8071805;8071784;-;-;SCO7260;hypothetical protein;108;194;0,42587776;0,556701031;-0,84502534
;3088674;3089375;;+;-;SCO2829;amino acid ABC transporter transmembrane protein;350;257;0,42587776;1,361867704;0,445586563
6219587;6219719;6220012;6220016;+;-;SCO5707;hypothetical protein;959;789;0,42587776;1,215462611;0,281505515
7968855;7968850;7968419;7968186;-;-;SCO7171;lyase;84;60;0,426159157;1,4;0,485426827
;5878762;5877986;5877924;-;-;SCO5406;hypothetical protein;145;123;0,426159157;1,178861789;0,237394585
3462425;3462426;3463187;3463195;+;-;SCO3160;integral membrane transport protein;120;92;0,427661063;1,304347826;0,38332864
6306470;6306654;6307778;6307806;+;recA;SCO5769;recombinase A;2999;2604;0,427661063;1,151689708;0,203752074
6241022;6241070;6242596;6242596;+;-;SCO5721;hypothetical protein;227;208;0,428363067;1,091346154;0,126108769
;5459908;5460726;;+;-;SCO5026;hypothetical protein;29;19;0,428557298;1,526315789;0,610053482
1973765;1973717;1972995;1972995;-;-;SCO1844;aldolase;51;37;0,428557298;1,378378378;0,462971976
;7366824;7369748;7369755;+;-;SCO6636;bacteriophage resistance gene pglZ;63;45;0,428557298;1,4;0,485426827
3712125;3712179;3713303;3713481;+;-;SCO3352;DNA integrity scanning protein DisA;738;761;0,429356923;0,96977661;-0,044275637
5904427;5904427;5904966;;+;-;SCO5432;hypothetical protein;48;32;0,42938437;1,5;0,584962501
1486338;1486289;1485684;1485678;-;-;SCO1399;ATP/GTP-binding protein;97;63;0,429541309;1,53968254;0,622632919
4662941;4662919;4661315;4661263;-;-;SCO4253;hypothetical protein;165;130;0,429541309;1,269230769;0,343954401
8243640;;;8243651;+;-;predicted RNA;antisense: SCO7429;117;239;0,430920591;0,489539749;-1,030502088
6346510;6346368;6345664;6345468;-;-;SCO5803;LexA repressor;1079;1113;0,430920591;0,969451932;-0,044758728
5556935;5557355;5558386;5558497;+;-;SCO5112;ABC transporter integral membrane protein BldKA;142;113;0,431478593;1,256637168;0,329568157
4638881;4638881;4640722;4640722;+;cysS;SCO4235;cysteinyl-tRNA synthetase;318;318;0,431969316;1;0
2484289;2484289;2485299;2485373;+;-;SCO2313;hypothetical protein;69;46;0,432637436;1,5;0,584962501
4061996;4061654;4061079;4061079;-;dcd;SCO3678;deoxycytidine triphosphate deaminase;883;858;0,432637436;1,029137529;0,04143579
5140981;5141041;5141154;5141207;+;rpmJ;SCO4726;50S ribosomal protein L36;4679;4559;0,434226658;1,026321562;0,037482819
2449560;2449538;2448807;2448736;-;-;SCO2279;hypothetical protein;549;526;0,435345892;1,043726236;0,06174335
4524506;4524395;4523502;4523502;-;-;SCO4118;TetR family transcriptional regulator;89;65;0,437542642;1,369230769;0,453365618
6318766;6318766;6317771;6317771;-;-;SCO5780;hypothetical protein;40;29;0,438786472;1,379310345;0,4639471
768426;768426;769367;769367;+;-;SCO0724;transcriptional regulator;60;40;0,440079802;1,5;0,584962501
3656049;3656071;3657396;3657396;+;-;SCO3305;hypothetical protein;74;59;0,440079802;1,254237288;0,326810316
;4439197;4438739;4438739;-;-;SCO4046;hypothetical protein;56;99;0,440079802;0,565656566;-0,822001698
5485472;5485418;5483742;5483724;-;-;SCO5044;fumarate hydratase class I;385;397;0,440079802;0,9697733;-0,044280562
4272828;4272748;4270778;4270778;-;dnaA;SCO3879;chromosomal replication initiation protein;96;69;0,441732202;1,391304348;0,476438044
1419694;1419678;1418995;1418995;-;-;SCO1343;uracil-DNA glycosylase;216;172;0,441732202;1,255813953;0,328622747
3422384;3422409;3423857;3423937;+;glmU;SCO3122;bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase;589;610;0,441732202;0,96557377;-0,050541609
3840369;3840033;3838999;;-;-;SCO3478;dehydrogenase;36;26;0,44253702;1,384615385;0,469485283
;4952253;4953677;;+;-;SCO4534;hypothetical protein;119;89;0,44253702;1,337078652;0,419084332
4233547;4233591;4235612;4235626;+;-;SCO3848;Ser/Thr protein kinase;386;401;0,443333176;0,962593516;-0,055001389
2535341;2535269;2534532;2534290;-;-;SCO2365;hypothetical protein;106;77;0,44333695;1,376623377;0,461133914
5294274;5294399;5295061;;+;-;SCO4866;ECF sigma factor;61;45;0,444319167;1,355555556;0,438884241
1536584;1536574;1536089;1536089;-;ribH;SCO1440;6,7-dimethyl-8-ribityllumazine synthase;71;133;0,444927685;0,533834586;-0,905535316
2892798;2892805;2894070;2894070;+;-;SCO2661;sugar hydrolase;69;53;0,446055538;1,301886792;0,380604002
3150885;3151125;3153395;3153433;+;-;SCO2897;penicillin-binding protein;107;79;0,446291397;1,35443038;0,437686238
4862640;4862642;4863400;4863400;+;-;SCO4440;hypothetical protein;118;92;0,446373941;1,282608696;0,359081093
3230496;3230482;3229793;3229793;-;-;SCO2969;cell division ATP-binding protein;501;462;0,44643388;1,084415584;0,116917752
2766506;2766456;2764588;2764552;-;-;SCO2562;GTP-binding protein LepA;203;194;0,447594517;1,046391753;0,065423075
4886847;4886701;4886495;;-;-;SCO4468;hypothetical protein;640;541;0,448292674;1,182994455;0,242443311
1149838;1149771;1148368;;-;-;SCO1089;hypothetical protein;741;747;0,448292674;0,991967871;-0,0116347
;4018506;4017820;4017820;-;-;SCO3640;two-component system regulator;47;33;0,449844934;1,424242424;0,510194732
3710688;3710688;3712097;3712121;+;-;SCO3351;DNA repair protein RadA;487;505;0,450068644;0,964356436;-0,052361616
1581505;1581474;1580881;1580857;-;gmk;SCO1479;guanylate kinase;749;732;0,450524819;1,023224044;0,03312207
2037030;2037030;2038229;2038238;+;-;SCO1903;transport associated protein;77;141;0,450770061;0,546099291;-0,872764812
6045114;6045182;6045358;6045386;+;-;SCO5545;hypothetical protein;292;201;0,451402147;1,452736318;0,538772868
4482419;4482332;4482078;4481465;-;-;SCO4088;hypothetical protein;3942;4017;0,453361039;0,98132935;-0,027190685
;4721247;4720312;;-;murQ;SCO4307;N-acetylmuramic acid-6-phosphate etherase;29;20;0,453502622;1,45;0,5360529
;4946742;4948049;4948049;+;-;SCO4526;protein kinase;46;30;0,455891579;1,533333333;0,61667136
1621000;1621000;1619879;1619879;-;secF;SCO1515;preprotein translocase subunit SecF;291;260;0,455891579;1,119230769;0,16250753
1363304;1363304;1364707;1364711;+;-;SCO1291;hypothetical protein;85;75;0,456011522;1,133333333;0,180572246
2844084;2844084;2842798;2842780;-;clpX;SCO2617;ATP-dependent protease ATP-binding subunit ClpX;666;695;0,456011522;0,958273381;-0,061490801
3358785;3358788;3359225;3359225;+;-;SCO3065;hypothetical protein;203;157;0,456452944;1,292993631;0,370715168
1222188;1222188;1222787;1222787;+;-;SCO1162;methyltransferase;41;27;0,45673534;1,518518519;0,602664502
2768278;2768278;2767268;2767139;-;-;SCO2564;DNA-binding protein;375;358;0,45673534;1,047486034;0,066931008
6097129;6097191;6097610;6097610;+;rpsP;SCO5591;30S ribosomal protein S16;6225;5244;0,456842742;1,187070938;0,247406152
1880323;1880298;1878820;1878811;-;engA;SCO1758;GTP-binding protein EngA;183;150;0,457167435;1,22;0,286881148
5678976;5679047;5680027;5680027;+;-;SCO5220;hypothetical protein;469;460;0,457167435;1,019565217;0,027954062
236500;236207;234870;;-;-;SCO0246;hypothetical protein;55;39;0,458332373;1,41025641;0,495957495
6425479;6425493;6426185;6426201;+;-;SCO5870;ABC transporter ATP-binding protein;110;80;0,459972007;1,375;0,459431619
4839220;4839304;4841703;4841703;+;-;SCO4423;Ser/Thr protein kinase;166;161;0,46017179;1,031055901;0,044122553
3301918;;;3301978;+;-;predicted RNA;antisense: SCOr09;279;169;0,461597642;1,650887574;0,723241876
4409022;4409067;4410554;4410868;+;-;SCO4013;penicillin-binding protein;564;591;0,462848453;0,954314721;-0,067462968
44253;44253;44975;44987;+;-;SCO0058;hypothetical protein;36;24;0,463212541;1,5;0,584962501
;6312860;6311961;6311961;-;-;SCO5774;glutamate permease;106;84;0,463212541;1,261904762;0,335603032
2836670;2836660;2836247;2836174;-;ndk;SCO2612;nucleoside diphosphate kinase;688;582;0,463212541;1,182130584;0,241389412
2255401;2255257;2254850;2254808;-;-;SCO2097;hypothetical protein;1964;2055;0,463212541;0,955717762;-0,065343464
1895927;1895799;1893751;1893751;-;-;SCO1774;regulatory protein;41;32;0,463511073;1,28125;0,357552005
;1600733;1599894;1599846;-;aroE;SCO1498;shikimate 5-dehydrogenase;108;84;0,463511073;1,285714286;0,362570079
7767761;7767762;7768337;;+;-;SCO6996;RNA polymerase sigma factor;142;107;0,463511073;1,327102804;0,408280133
;3808032;3806179;3806179;-;-;SCO3444;hypothetical protein;29;19;0,464505752;1,526315789;0,610053482
5833218;5833218;5833718;5833718;+;-;SCO5363;hypothetical protein;71;51;0,465761815;1,392156863;0,477321778
2544617;2544617;2543007;2543000;-;-;SCO2373;tetracenomycin C efflux protein;153;117;0,465761815;1,307692308;0,387023123
1079183;1079228;1081729;1081861;+;-;SCO1024;hypothetical protein;172;168;0,465761815;1,023809524;0,033947332
4862781;4862311;4859813;4859773;-;-;SCO4439;D-alanyl-D-alanine carboxypeptidase;306;320;0,465761815;0,95625;-0,064540252
6761561;6761595;6762416;6762495;+;-;SCO6159;GntR family transcriptional regulator;244;174;0,466464915;1,402298851;0,487793842
6104092;6104109;6104417;6104475;+;-;SCO5601;hypothetical protein;356;305;0,466464915;1,167213115;0,223067999
6236863;6236729;6233478;6233478;-;-;SCO5717;hypothetical protein;190;196;0,46670449;0,969387755;-0,044854236
;3994418;3993330;3993330;-;-;SCO3614;aspartate-semialdehyde dehydrogenase;462;455;0,46670449;1,015384615;0,022026306
