Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP10;qValue;fold;log2
;7741956;7741171;;-;-;SCO6974;GntR family transcriptional regulator;16;10;1;1,6;0,678071905
;578092;579228;;+;-;SCO0543;peptidase;17;10;1;1,7;0,765534746
;829910;831817;;+;-;SCO0783;tetracycline resistance protein;17;10;1;1,7;0,765534746
;2974646;2973144;;-;-;SCO2726;methylmalonic acid semialdehyde dehydrogenase;17;10;1;1,7;0,765534746
;5157288;5155831;;-;-;SCO4742;hypothetical protein;17;10;1;1,7;0,765534746
;6382677;6381412;;-;-;SCO5831;citrate synthase-like protein;17;10;1;1,7;0,765534746
;645101;643926;;-;-;SCO0604;hypothetical protein;18;10;1;1,8;0,847996907
;2511071;2510508;;-;-;SCO2341;hypothetical protein;18;10;1;1,8;0,847996907
;1306731;1305967;;-;-;SCO1231;urease accessory protein;19;10;1;1,9;0,925999419
;3720577;3720125;;-;-;SCO3361;transcription regulator AsnC;20;10;1;2;1
;7127464;7129407;;+;-;SCO6444;gamma-glutamyl transferase;20;10;1;2;1
;4870987;4870304;;-;-;SCO4448;hypothetical protein;21;10;1;2,1;1,070389328
;2149264;2150520;;+;-;SCO2008;branched-chain amino acid ABC transporter substrate-binding protein;22;10;1;2,2;1,137503524
;1038243;1040561;;+;-;SCO0985;5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase;23;10;1;2,3;1,201633861
;2578502;2579746;2579746;+;-;SCO2406;sugar transport permease;23;10;1;2,3;1,201633861
;8490212;8489928;8489928;-;-;SCO7663;hypothetical protein;23;10;1;2,3;1,201633861
;1453090;1454160;;+;-;SCO1376;LacI family transcriptional regulator;24;10;1;2,4;1,263034406
;4790056;4790565;4790565;+;-;SCO4376;hypothetical protein;24;10;1;2,4;1,263034406
;6302319;6303089;;+;-;SCO5763;hypothetical protein;24;10;1;2,4;1,263034406
;616107;615154;;-;-;SCO0573;hypothetical protein;28;10;0,015305653;2,8;1,485426827
;4209661;4208264;;-;-;SCO3827;molybdenum cofactor biosynthesis protein;28;10;0,005413999;2,8;1,485426827
5282703;5282703;5282215;;-;-;SCO4851;hypothetical protein;37;10;0,007409724;3,7;1,887525271
;6645312;6643915;;-;-;SCO6052;hypothetical protein;37;10;2,94E-05;3,7;1,887525271
;7527584;7528969;;+;-;SCO6769;aminotransferase;43;10;4,85E-07;4,3;2,10433666
;7226553;7224958;;-;-;SCO6534;nitrate reductase subunit beta NarH;1;11;1;0,090909091;-3,459431619
;1434718;1435179;;+;-;SCO1357;hypothetical protein;2;11;1;0,181818182;-2,459431619
;4757633;4757436;;-;-;SCO4343;hypothetical protein;2;11;1;0,181818182;-2,459431619
;7612807;7610762;;-;-;SCO6840;hypothetical protein;2;11;1;0,181818182;-2,459431619
;8574302;8573919;;-;-;SCO7738;hypothetical protein;2;11;1;0,181818182;-2,459431619
;490983;491891;;+;-;SCO0470;hydrolase;3;11;1;0,272727273;-1,874469118
;5167797;5168153;;+;-;SCO4756;hypothetical protein;3;11;1;0,272727273;-1,874469118
;7163264;7161921;;-;-;SCO6473;crotonyl CoA reductase;3;11;1;0,272727273;-1,874469118
;8249322;8248054;;-;-;SCO7435;transmembrane transport protein;3;11;1;0,272727273;-1,874469118
;8252494;8250914;;-;-;SCO7437;benzoylformate decarboxylase;3;11;1;0,272727273;-1,874469118
;5849216;5849800;;+;-;SCO5379;hypothetical protein;4;11;1;0,363636364;-1,459431619
;6117039;6117482;;+;-;SCO5618;hypothetical protein;4;11;1;0,363636364;-1,459431619
;7972637;7972368;;-;-;SCO7174;hypothetical protein;4;11;1;0,363636364;-1,459431619
;8089106;8089903;;+;-;SCO7283;hydroxylase;4;11;1;0,363636364;-1,459431619
;274763;276805;;+;-;SCO0284;alpha-galactosidase;5;11;1;0,454545455;-1,137503524
;391123;389531;;-;-;SCO0375;integral membrane transport protein;5;11;1;0,454545455;-1,137503524
;1264110;1262509;;-;-;SCO1190;export protein;5;11;1;0,454545455;-1,137503524
;3201250;3200405;;-;-;SCO2944;sugar transporter membrane protein;5;11;1;0,454545455;-1,137503524
;3892682;3893122;;+;-;SCO3525;hypothetical protein;5;11;1;0,454545455;-1,137503524
;8228871;8229902;;+;-;SCO7413;short chain dehydrogenase;5;11;1;0,454545455;-1,137503524
;651602;652864;;+;-;SCO0613;arginine deiminase;6;11;1;0,545454545;-0,874469118
;735845;736192;;+;-;SCO0693;hypothetical protein;6;11;1;0,545454545;-0,874469118
;1154808;1155686;;+;-;SCO1097;hydrolase;6;11;1;0,545454545;-0,874469118
;3791103;3790939;;-;rpmG;SCO3428;50S ribosomal protein L33;6;11;1;0,545454545;-0,874469118
;4153150;4154442;;+;-;SCO3778;threonyl tRNA synthetase;6;11;1;0,545454545;-0,874469118
;7586410;7587975;;+;-;SCO6822;integral membrane efflux protein;6;11;1;0,545454545;-0,874469118
;7809224;7810459;;+;-;SCO7023;hypothetical protein;6;11;1;0,545454545;-0,874469118
;8250867;8249413;;-;-;SCO7436;aldehyde dehydrogenase;6;11;1;0,545454545;-0,874469118
;888050;885933;;-;-;SCO0839;transmembrane transport protein;7;11;1;0,636363636;-0,652076697
;1200394;1201473;;+;-;SCO1142;oxidoreductase;7;11;1;0,636363636;-0,652076697
;4881544;4882014;;+;-;SCO4460;hypothetical protein;7;11;1;0,636363636;-0,652076697
;5988617;5990863;;+;-;SCO5502;integral membrane export protein;7;11;1;0,636363636;-0,652076697
;6123205;6122525;;-;-;SCO5623;hypothetical protein;7;11;1;0,636363636;-0,652076697
;7559630;7560658;;+;tdh;SCO6799;L-threonine 3-dehydrogenase;7;11;1;0,636363636;-0,652076697
;7673991;7672687;;-;-;SCO6908;hypothetical protein;7;11;1;0,636363636;-0,652076697
;8028659;8029780;;+;-;SCO7223;monooxygenase;7;11;1;0,636363636;-0,652076697
;1713855;1715099;;+;-;SCO1603;transposase;8;11;1;0,727272727;-0,459431619
;2918653;2919168;;+;-;SCO2678;hypothetical protein;8;11;1;0,727272727;-0,459431619
;4877431;4879017;;+;-;SCO4456;membrane-associated oxidoreductase;8;11;1;0,727272727;-0,459431619
;5734882;5736744;;+;-;SCO5273;hypothetical protein;8;11;1;0,727272727;-0,459431619
;7066309;7067553;;+;-;SCO6400;IS117 transposase;8;11;1;0,727272727;-0,459431619
;7677996;7678349;;+;-;SCO6913;hypothetical protein;8;11;1;0,727272727;-0,459431619
;8269590;8270384;;+;-;SCO7454;hypothetical protein;8;11;1;0,727272727;-0,459431619
;8558303;8557122;;-;-;SCO7723;hypothetical protein;8;11;1;0,727272727;-0,459431619
;122743;125502;;+;-;SCO0132;transcriptional regulator;9;11;1;0,818181818;-0,289506617
;1092244;1092897;;+;-;SCO1034;TetR family transcriptional regulator;9;11;1;0,818181818;-0,289506617
;2397855;2396944;;-;-;SCO2229;maltose permease;9;11;1;0,818181818;-0,289506617
;3328209;3326959;;-;-;SCO3040;hypothetical protein;9;11;1;0,818181818;-0,289506617
;4731893;4731774;;-;-;SCO4320;hypothetical protein;9;11;1;0,818181818;-0,289506617
;4903479;4903841;;+;-;SCO4484;hypothetical protein;9;11;1;0,818181818;-0,289506617
;5489640;5490971;;+;-;SCO5050;nucleotide-sugar dehydrogenase;9;11;1;0,818181818;-0,289506617
;8041721;8043442;;+;-;SCO7234;cytochrome C oxidase polypeptide I;9;11;1;0,818181818;-0,289506617
;8380679;8382118;;+;-;SCO7558;beta-glucosidase;9;11;1;0,818181818;-0,289506617
;2673743;2675029;;+;-;SCO2484;hypothetical protein;10;11;1;0,909090909;-0,137503524
;4681806;4680295;;-;-;SCO4265;transport integral membrane protein;10;11;1;0,909090909;-0,137503524
;5300632;5299181;;-;-;SCO4870;hypothetical protein;10;11;1;0,909090909;-0,137503524
;5303406;5302468;;-;-;SCO4873;hypothetical protein;10;11;1;0,909090909;-0,137503524
;6483675;6484187;;+;-;SCO5916;hypothetical protein;10;11;1;0,909090909;-0,137503524
;6873105;6872329;;-;-;SCO6249;3-oxoacyl-ACP reductase;10;11;1;0,909090909;-0,137503524
;3157707;3159002;;+;-;SCO2906;PTS transmembrane protein;11;11;1;1;0
;3644163;3642817;;-;-;SCO3294;transferase;11;11;1;1;0
;4847875;4846352;;-;-;SCO4428;hypothetical protein;11;11;1;1;0
;6798373;6797459;;-;-;SCO6191;hypothetical protein;11;11;1;1;0
;7606241;7605261;;-;-;SCO6834;thioredoxin reductase;11;11;1;1;0
;7855137;7857152;;+;-;SCO7066;2,4-dienoyl-CoA reductase;11;11;1;1;0
;8038005;8038640;;+;-;SCO7232;hypothetical protein;11;11;1;1;0
;1451212;1449695;;-;-;SCO1373;hypothetical protein;12;11;1;1,090909091;0,125530882
;4326866;4327165;;+;-;SCO3931;hypothetical protein;12;11;1;1,090909091;0,125530882
;4767115;4767627;;+;-;SCO4351;DNA invertase;12;11;1;1,090909091;0,125530882
;8225904;8226962;;+;-;SCO7411;LacI family transcriptional regulator;12;11;1;1,090909091;0,125530882
;8301216;8299813;;-;-;SCO7489;binding protein dependent transport lipoprotein;12;11;1;1,090909091;0,125530882
;1809406;1810620;;+;-;SCO1690;acyl-CoA dehydrogenase;13;11;1;1,181818182;0,2410081
;4984137;4985486;;+;-;SCO4567;NADH dehydrogenase subunit NuoF;13;11;1;1,181818182;0,2410081
;6719695;6720918;;+;-;SCO6115;transcriptional regulator;13;11;1;1,181818182;0,2410081
;8302514;8303314;;+;-;SCO7491;hypothetical protein;13;11;1;1,181818182;0,2410081
;8418396;8417434;;-;-;SCO7591;regulatory protein;13;11;1;1,181818182;0,2410081
;883760;883113;;-;-;SCO0835;methyltransferase;14;11;1;1,272727273;0,347923303
;2378415;2379692;;+;-;SCO2215;two-component system sensor kinase;15;11;1;1,363636364;0,447458977
;3584822;3585724;;+;-;SCO3234;phosphotransferase;15;11;1;1,363636364;0,447458977
;6474708;6474914;;+;-;SCO5909;hypothetical protein;15;11;1;1,363636364;0,447458977
;2266233;2267027;;+;thiG;SCO2109;thiazole synthase;16;11;1;1,454545455;0,540568381
;3617980;3617612;;-;-;SCO3272;DNA-binding protein;16;11;1;1,454545455;0,540568381
;6773787;6774677;;+;-;SCO6170;oxidoreductase subunit;16;11;1;1,454545455;0,540568381
;8337202;8336087;;-;-;SCO7521;peptidase;16;11;1;1,454545455;0,540568381
;3310310;3309183;;-;-;SCO3026;hypothetical protein;17;11;1;1,545454545;0,628031223
;6584062;6580256;;-;-;SCO6004;ATP/GTP binding protein;17;11;1;1,545454545;0,628031223
;8546786;8548315;;+;-;SCO7711;two component system sensor kinase;17;11;1;1,545454545;0,628031223
;1722461;1721502;;-;-;SCO1610;hypothetical protein;18;11;1;1,636363636;0,710493383
;4835376;4834171;;-;-;SCO4416;monooxygenase;18;11;1;1,636363636;0,710493383
;1158944;1159879;;+;-;SCO1101;hypothetical protein;20;11;1;1,818181818;0,862496476
;2356470;2357579;;+;-;SCO2190;hypothetical protein;20;11;1;1,818181818;0,862496476
;7729661;7728261;;-;-;SCO6962;glutamine synthetase;21;11;1;1,909090909;0,932885804
;2632795;2636844;;+;-;SCO2450;Ser/Thr protein kinase (regulator);22;11;1;2;1
;6869725;6871062;;+;-;SCO6247;allantoinase;22;11;1;2;1
;279416;278910;278910;-;-;SCO0286;peptidoglycan binding protein;23;11;1;2,090909091;1,064130337
;2624026;2625402;;+;-;SCO2445;acetyl CoA carboxylase subunits alpha/beta;24;11;1;2,181818182;1,125530882
2673003;2673003;2673713;;+;-;SCO2483;hypothetical protein;25;11;1;2,272727273;1,184424571
;4568800;4570638;4570638;+;-;SCO4152;5'-nucleotidase;25;11;1;2,272727273;1,184424571
6670057;6670057;6671187;;+;-;SCO6076;dipeptidase;25;11;1;2,272727273;1,184424571
8423870;8423870;8422299;8422299;-;-;SCO7596;integral membrane transport protein;25;11;1;2,272727273;1,184424571
1411647;1411647;1411826;;+;-;SCO1334;hypothetical protein;33;11;0,225033933;3;1,584962501
6599033;6599033;6598656;;-;-;SCO6015;hypothetical protein;37;11;0,032918626;3,363636364;1,750021747
6327161;6327161;6326868;6326868;-;-;SCO5789;hypothetical protein;38;11;0,071464528;3,454545455;1,788495895
;8295966;8295730;;-;-;SCO7484;hypothetical protein;39;11;0,076700242;3,545454545;1,8259706
3749036;3749036;3750247;3750247;+;-;SCO3385;L-allo-threonine aldolase;42;11;2,13E-05;3,818181818;1,932885804
;8191562;8191873;;+;-;SCO7379;hypothetical protein;1;12;1;0,083333333;-3,584962501
;39490;39107;;-;-;SCO0048;hypothetical protein;1;12;1;0,083333333;-3,584962501
;7095676;7096188;;+;-;SCO6426;hypothetical protein;1;12;1;0,083333333;-3,584962501
;1312684;1313157;;+;-;SCO1240;hypothetical protein;2;12;1;0,166666667;-2,584962501
;501699;502217;;+;-;SCO0481;chitin binding protein;3;12;1;0,25;-2
;1440840;1439866;;-;-;SCO1362;hypothetical protein;3;12;1;0,25;-2
;3512904;3512143;;-;-;SCO3204;hypothetical protein;3;12;1;0,25;-2
;6854429;6853107;;-;-;SCO6231;sugar transport system sugar-binding lipoprotein;3;12;1;0,25;-2
;1851848;1852918;;+;-;SCO1734;cellulose-binding protein;4;12;1;0,333333333;-1,584962501
;2637014;2638096;;+;-;SCO2451;rod shape-determining protein MreB;4;12;1;0,333333333;-1,584962501
;2884761;2885426;;+;-;SCO2653;hypothetical protein;4;12;1;0,333333333;-1,584962501
;5048670;5047663;;-;-;SCO4625;hypothetical protein;4;12;1;0,333333333;-1,584962501
;226481;227008;;+;-;SCO0238;hypothetical protein;5;12;1;0,416666667;-1,263034406
;398881;400104;;+;-;SCO0383;hypothetical protein;5;12;1;0,416666667;-1,263034406
;590017;590895;;+;-;SCO0550;hypothetical protein;5;12;1;0,416666667;-1,263034406
;689364;690161;;+;-;SCO0647;short chain oxidoreductase;5;12;1;0,416666667;-1,263034406
;3800455;3799715;;-;-;SCO3437;hypothetical protein;5;12;1;0,416666667;-1,263034406
;5371593;5372276;;+;-;SCO4936;ABC transporter ATP-binding protein;5;12;1;0,416666667;-1,263034406
;6228131;6227052;;-;-;SCO5712;ABC transporter ATP-binding protein;5;12;1;0,416666667;-1,263034406
;8435734;8434553;;-;-;SCO7607;hydrolase;5;12;1;0,416666667;-1,263034406
;444243;443293;;-;-;SCO0425;hypothetical protein;6;12;1;0,5;-1
;903969;902743;;-;-;SCO0856;hypothetical protein;6;12;1;0,5;-1
;4682866;4681886;;-;-;SCO4266;oxidoreductase;6;12;1;0,5;-1
;6504749;6505642;;+;-;SCO5935;hypothetical protein;6;12;1;0,5;-1
;8045489;8043825;;-;-;SCO7236;ubiquinol-cytochrome C reductase cytochrome subunit B;6;12;1;0,5;-1
;8427230;8426016;;-;-;SCO7600;alanyl tRNA synthetase;6;12;1;0,5;-1
;967613;966843;;-;-;SCO0921;hypothetical protein;7;12;1;0,583333333;-0,777607579
;1703856;1702516;;-;-;SCO1593;transcriptional regulator;7;12;1;0,583333333;-0,777607579
;2986902;2986705;;-;-;SCO2738;hypothetical protein;7;12;1;0,583333333;-0,777607579
;3245679;3246596;;+;-;SCO2980;integral membrane transport protein;7;12;1;0,583333333;-0,777607579
;3622465;3622593;;+;-;SCO3278;hypothetical protein;7;12;1;0,583333333;-0,777607579
;5516299;5516943;;+;-;SCO5074;dehydratase;7;12;1;0,583333333;-0,777607579
;8552420;8552007;;-;-;SCO7717;hypothetical protein;7;12;1;0,583333333;-0,777607579
;593022;592306;;-;-;SCO0552;response regulator;8;12;1;0,666666667;-0,584962501
;1022009;1021386;;-;-;SCO0969;reductase;8;12;1;0,666666667;-0,584962501
;4857491;4855908;;-;-;SCO4437;sodium-coupled permease;8;12;1;0,666666667;-0,584962501
;6231227;6230271;;-;-;SCO5715;peptide transport system permease;8;12;1;0,666666667;-0,584962501
;6695669;6694875;;-;-;SCO6095;ABC transporter ATP-binding protein;8;12;1;0,666666667;-0,584962501
;6696805;6695702;;-;-;SCO6096;lipoprotein;8;12;1;0,666666667;-0,584962501
;8416959;8415439;;-;-;SCO7590;catalase;8;12;1;0,666666667;-0,584962501
;8454701;8455840;;+;-;SCO7628;hypothetical protein;8;12;1;0,666666667;-0,584962501
;921419;920727;;-;-;SCO0874;hypothetical protein;9;12;1;0,75;-0,415037499
;3141644;3140760;;-;-;SCO2886;hydrolase;9;12;1;0,75;-0,415037499
;8393167;8394294;;+;-;SCO7570;isomerase;9;12;1;0,75;-0,415037499
;15595;15317;;-;-;SCO0014;hypothetical protein;10;12;1;0,833333333;-0,263034406
;933568;932864;;-;-;SCO0887;TetR family transcriptional regulator;10;12;1;0,833333333;-0,263034406
;4022119;4021130;;-;-;SCO3643;hypothetical protein;10;12;1;0,833333333;-0,263034406
;8651913;8652191;;+;-;SCO7833;hypothetical protein;10;12;1;0,833333333;-0,263034406
;35907;35179;;-;-;SCO0043;hypothetical protein;11;12;1;0,916666667;-0,125530882
;156338;157141;;+;-;SCO0166;regulator;11;12;1;0,916666667;-0,125530882
;2999648;2998512;;-;-;SCO2752;oxidoreductase;11;12;1;0,916666667;-0,125530882
;3051258;3052583;;+;-;SCO2795;sugar binding hypothetical protein;11;12;1;0,916666667;-0,125530882
;6671184;6672188;;+;-;SCO6077;transferase;11;12;1;0,916666667;-0,125530882
;245672;243936;;-;-;SCO0255;sigma factor;12;12;1;1;0
;3125634;3126614;;+;-;SCO2871;hypothetical protein;12;12;1;1;0
;3644935;3644267;;-;-;SCO3295;oxidoreductase;12;12;1;1;0
;7019002;7018316;;-;-;SCO6357;hypothetical protein;12;12;1;1;0
;777828;776554;;-;-;SCO0734;transcriptional repressor;13;12;1;1,083333333;0,115477217
;1840857;1841672;;+;-;SCO1720;ABC-transporter transmembrane protein;13;12;1;1,083333333;0,115477217
;7770083;7768860;;-;-;SCO6998;cytochrome P450;13;12;1;1,083333333;0,115477217
;8469810;8468827;;-;-;SCO7640;LysR family transcriptional regulator;13;12;1;1,083333333;0,115477217
;8544237;8543383;;-;-;SCO7706;DNA-binding protein;13;12;1;1,083333333;0,115477217
;2877352;2876450;;-;-;SCO2644;LysR family transcriptional regulator;14;12;1;1,166666667;0,222392421
;4334010;4335458;;+;-;SCO3939;hypothetical protein;14;12;1;1,166666667;0,222392421
;5529720;5528935;;-;-;SCO5086;ketoacyl reductase;14;12;1;1,166666667;0,222392421
;896543;896968;;+;-;SCO0850;hypothetical protein;15;12;1;1,25;0,321928095
;3242925;3244322;;+;-;SCO2978;hypothetical protein;15;12;1;1,25;0,321928095
;3475167;3474274;;-;-;SCO3170;short chain dehydrogenase;15;12;1;1,25;0,321928095
;7041054;7039699;;-;-;SCO6377;lipoprotein;15;12;1;1,25;0,321928095
;7220309;7221370;;+;-;SCO6529;ATP/GTP binding protein;15;12;1;1,25;0,321928095
;7954049;7955986;;+;-;SCO7159;hypothetical protein;15;12;1;1,25;0,321928095
;8259792;8260529;;+;-;SCO7445;hypothetical protein;15;12;1;1,25;0,321928095
;136100;134295;;-;-;SCO0142;hypothetical protein;16;12;1;1,333333333;0,415037499
;504705;503539;;-;-;SCO0484;monooxygenase;16;12;1;1,333333333;0,415037499
;6296174;6295344;;-;-;SCO5760;DNA glycosylase;16;12;1;1,333333333;0,415037499
;6618839;6618177;;-;-;SCO6029;two-component regulator;16;12;1;1,333333333;0,415037499
;8607405;8606671;;-;-;SCO7779;oxidoreductase;16;12;1;1,333333333;0,415037499
;952858;951968;;-;-;SCO0907;dehydrogenase;17;12;1;1,416666667;0,502500341
;1822505;1823218;;+;-;SCO1703;transcriptional regulator;17;12;1;1,416666667;0,502500341
;2668561;2667818;;-;-;SCO2476;dehydrogenase/reductase;17;12;1;1,416666667;0,502500341
;981742;982407;;+;-;SCO0935;hypothetical protein;18;12;1;1,5;0,584962501
;1305813;1304188;;-;-;SCO1230;tripeptidylaminopeptidase;18;12;1;1,5;0,584962501
;2778973;2780259;;+;-;SCO2572;hypothetical protein;18;12;1;1,5;0,584962501
;2823656;2825212;;+;-;SCO2603;integrase;18;12;1;1,5;0,584962501
;4162785;4163303;;+;-;SCO3786;hypothetical protein;18;12;1;1,5;0,584962501
;6404883;6406040;;+;-;SCO5849;AgaS protein;18;12;1;1,5;0,584962501
;774613;773432;;-;-;SCO0731;transferase;19;12;1;1,583333333;0,662965013
;2631773;2632795;;+;-;SCO2449;hypothetical protein;19;12;1;1,583333333;0,662965013
;2722943;2721099;;-;-;SCO2524;hypothetical protein;19;12;1;1,583333333;0,662965013
;1843788;1845440;;+;-;SCO1724;Ser/Thr protein kinase;20;12;1;1,666666667;0,736965594
3968617;3968617;3967922;;-;-;SCO3590;two-component system response regulator;20;12;1;1,666666667;0,736965594
;4612988;4612173;;-;-;SCO4203;hypothetical protein;21;12;1;1,75;0,807354922
;8545343;8544693;;-;-;SCO7708;hypothetical protein;21;12;1;1,75;0,807354922
;1031600;1031956;;+;-;SCO0980;hypothetical protein;22;12;1;1,833333333;0,874469118
;8627355;8627077;;-;-;SCO7807;hypothetical protein;22;12;1;1,833333333;0,874469118
;248677;249702;;+;-;SCO0259;alcohol dehydrogenase;23;12;1;1,916666667;0,938599455
2115132;2115132;2114500;2114500;-;-;SCO1975;hypothetical protein;23;12;1;1,916666667;0,938599455
;6673944;6672199;;-;-;SCO6078;alpha amylase;24;12;1;2;1
;3622270;3621404;;-;-;SCO3277;phosphotransferase;25;12;1;2,083333333;1,058893689
;4214734;4215141;4215141;+;-;SCO3832;transcriptional regulator;25;12;1;2,083333333;1,058893689
;5364745;5365845;5365845;+;-;SCO4931;hypothetical protein;26;12;0,149151178;2,166666667;1,115477217
;7484114;7485328;7485328;+;-;SCO6731;acetyl-CoA acetyltransferase;26;12;0,128956959;2,166666667;1,115477217
4808960;4808960;4809685;4809685;+;-;SCO4392;esterase;27;12;0,193560281;2,25;1,169925001
;7233979;7234725;7234725;+;-;SCO6541;hypothetical protein;35;12;0,009127131;2,916666667;1,544320516
8056347;8056347;8057249;8057249;+;-;SCO7247;hypothetical protein;36;12;0,007217058;3;1,584962501
;3414700;3413804;;-;-;SCO3114;hypothetical protein;41;12;4,22E-04;3,416666667;1,772589504
3685522;;;3685404;-;rrnF;SCOr10;5S ribosomal RNA;48;12;0,06590733;4;2
4535678;;;4535798;+;rrnA;SCOr15;5S ribosomal RNA;48;12;0,037269004;4;2
6275003;;;6275121;+;rrnE;SCOr18;5S ribosomal RNA;48;12;0,06475517;4;2
188858;188858;187992;;-;-;SCO0198;hypothetical protein;80;12;2,38E-17;6,666666667;2,736965594
;1886502;1885483;;-;-;SCO1766;glycohydrolase;88;12;1,39E-24;7,333333333;2,874469118
;8284132;8283620;;-;-;SCO7470;phenylacetic acid degradation protein PaaI;188;12;9,96E-102;15,66666667;3,969626351
;4750677;4750489;;-;-;SCO4335;hypothetical protein;1;13;1;0,076923077;-3,700439718
;960292;959024;;-;-;SCO0914;lipoprotein;2;13;1;0,153846154;-2,700439718
;5207217;5206750;;-;-;SCO4786;hypothetical protein;2;13;1;0,153846154;-2,700439718
;4496497;4498032;;+;-;SCO4097;amino acid/metabolite permease;3;13;1;0,230769231;-2,115477217
;6515947;6517140;;+;-;SCO5948;oxidoreductase;3;13;1;0,230769231;-2,115477217
;21617;22210;;+;-;SCO0021;hypothetical protein;4;13;1;0,307692308;-1,700439718
;838977;840008;;+;-;SCO0792;hypothetical protein;5;13;1;0,384615385;-1,378511623
;989560;990210;;+;-;SCO0944;hypothetical protein;5;13;1;0,384615385;-1,378511623
;3015897;3016268;;+;-;SCO2765;hypothetical protein;5;13;1;0,384615385;-1,378511623
;3973354;3973962;;+;-;SCO3596;D-alanine:D-alanine dipeptidase;5;13;1;0,384615385;-1,378511623
;8436974;8436288;;-;-;SCO7609;esterase;5;13;1;0,384615385;-1,378511623
;7061835;7062605;;+;-;SCO6394;IS element ATP binding protein;6;13;1;0,461538462;-1,115477217
;362635;363777;;+;-;SCO0358;racemase;7;13;1;0,538461538;-0,893084796
;950551;950811;;+;-;SCO0903;hypothetical protein;7;13;1;0,538461538;-0,893084796
;961534;962553;;+;-;SCO0917;oxygenase;7;13;1;0,538461538;-0,893084796
;2153405;2154334;;+;-;SCO2011;branched-chain amino acid ABC transporter ATP-binding protein;7;13;1;0,538461538;-0,893084796
