Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	M145	MGM14	qValue	fold	log2
1534875	1534838	1534368	1534368	-	-	SCO1437	hypothetical protein	45	50	1	0,9	-0,152003093
1535733	1535733	1534876	1534876	-	hisG	SCO1438	ATP phosphoribosyltransferase	123	86	0,667508087	1,430232558	0,516249751
1536054	1536054	1535782	1535739	-	hisE	SCO1439	phosphoribosyl-ATP pyrophosphatase	257	236	1	1,088983051	0,1229815
1536595	1536574	1536089	1536055	-	ribH	SCO1440	6,7-dimethyl-8-ribityllumazine synthase	119	159	0,930191652	0,748427673	-0,418065192
	1537885	1536596	1536596	-	-	SCO1441	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein	63	93	0,432992744	0,677419355	-0,561878888
	1538526	1537882		-	-	SCO1442	hypothetical protein	126	85	0,509602344	1,482352941	0,567888987
1539406	1539125	1538523		-	-	SCO1443	riboflavin synthase subunit alpha	164	241	0,275427258	0,680497925	-0,555337332
	1539609	1541984		+	-	SCO1444	chitinase	1	1	1	1	0
	1542226	1542993		+	-	SCO1445	hypothetical protein	7	3	1	2,333333333	1,222392421
	1543064	1543432		+	-	SCO1446	hypothetical protein	1	2	1	0,5	-1
	1544653	1543454		-	-	SCO1447	transcriptional regulator	23	18	1	1,277777778	0,353636955
	1544766	1545977		+	-	SCO1448	transporter	17	12	1	1,416666667	0,502500341
1546418	1546395	1545937	1545791	-	-	SCO1449	hypothetical protein	78	80	1	975	-0,036525876
1546550	1546564	1548000	1548057	+	-	SCO1450	uracyl permease	104	80	0,93533835	1,3	0,378511623
	1549133	1547982		-	-	SCO1451	endoglucanase	4	3	1	1,333333333	0,415037499
	1549307	1550002		+	-	SCO1452	hypothetical protein	4	3	1	1,333333333	0,415037499
1550093	1550134	1551066	1551142	+	-	SCO1453	hypothetical protein	126	165	0,537259641	0,763636364	-0,389042291
1552847	1552783	1551086	1550985	-	-	SCO1454	amino oxidase	43	41	1	1,048780488	0,06871275
	1553636	1552848	1552848	-	-	SCO1455	hydrolase	43	30	0,74052157	1,433333333	0,519374159
	1554174	1553815		-	-	SCO1456	hypothetical protein	1	1	1	1	0
	1555507	1554266		-	-	SCO1457	transporter	17	13	1	1,307692308	0,387023123
1556123	1556108	1555656	1555656	-	-	SCO1458	transcription regulator AsnC	46	31	0,657127176	1,483870968	0,569365646
	1557614	1556124		-	-	SCO1459	amino acid transporter	9	6	1	1,5	0,584962501
	1558307	1557912	1557912	-	-	SCO1460	hypothetical protein	48	27	0,252043586	1,777777778	0,830074999
1559868	1559831	1558380	1558376	-	-	SCO1461	inosine 5-monophosphate dehydrogenase	157	141	1	1,113475177	0,155069396
1560286	1560284	1559931	1559931	-	-	SCO1462	hypothetical protein	215	265	1	0,811320755	-0,3016557
1561432	1561432	1560350	1560287	-	-	SCO1463	transcriptional regulator	379	413	0,45635785	0,917675545	-0,123943933
1562157	1562157	1561471	1561433	-	-	SCO1464	ribulose-phosphate 3-epimerase	256	231	1	1,108225108	0,148250959
	1563520	1562315		-	-	SCO1465	hypothetical protein	3	6	1	0,5	-1
	1564455	1563517		-	-	SCO1466	hypothetical protein	2	2	1	1	0
	1565927	1564452		-	-	SCO1467	hypothetical protein	1	1	1	1	0
	1568310	1565986		-	-	SCO1468	Ser/Thr protein kinase	2	2	1	1	0
	1570513	1568408		-	-	SCO1469	hypothetical protein	7	7	1	1	0
1570514	1570514	1570885	1570885	+	-	SCO1470	hypothetical protein	32	22	0,775795193	1,454545455	0,540568381
	1570932	1571951		+	-	SCO1471	transposase	33	18	0,198463782	1,833333333	0,874469118
1573405	1573398	1571971	1571959	-	-	SCO1472	Sun-family protein	82	67	1	1,223880597	0,291462814
	1574419	1573487		-	fmt	SCO1473	methionyl-tRNA formyltransferase	34	16	0,038119805	2125	1,087462841
	1574728	1575279		+	-	SCO1474	hypothetical protein	1	1	1	1	0
1577602	1577602	1575452	1575452	-	-	SCO1475	primosome assembly protein PriA	32	56	0,12672113	0,571428571	-0,807354922
1578972	1578935	1577727	1577696	-	-	SCO1476	S-adenosylmethionine synthetase	775	1170	0,001353067	0,662393162	-0,594240314
1580489	1580458	1579175	1578984	-	-	SCO1477	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase	122	95	0,872392583	1,284210526	0,360881729
1580853	1580818	1580546	1580535	-	-	SCO1478	DNA-directed RNA polymerase subunit omega	1879	1847	0,601055516	1,017325393	0,0247812
1581474	1581474	1580881	1580866	-	gmk	SCO1479	guanylate kinase	621	706	0,51514879	0,879603399	-0,185074915
1581896	1581835	1581512	1581477	-	-	SCO1480	hypothetical protein	2115	2658	0,030093612	0,795711061	-0,329683441
1582895	1582895	1582059	1582034	-	pyrF	SCO1481	orotidine 5'-phosphate decarboxylase	119	113	1	1,053097345	0,074638801
1584007	1584007	1582901	1582896	-	-	SCO1482	dihydroorotate dehydrogenase 2	88	65	0,88349304	1,353846154	0,437063806
	1587412	1584104	1584099	-	carB	SCO1483	carbamoyl phosphate synthase large subunit	258	211	1	1,222748815	0,290128067
	1588547	1587405		-	-	SCO1484	carbamoyl phosphate synthase small subunit	164	141	1	1,163120567	0,218000652
	1589119	1588544		-	-	SCO1485	hypothetical protein	151	151	1	1	0
1590404	1590402	1589116		-	pyrC	SCO1486	dihydroorotase	90	94	1	0,957446809	-0,062735755
	1591387	1590407		-	pyrB	SCO1487	aspartate carbamoyltransferase catalytic subunit	40	23	0,270247504	1,739130435	0,798366139
1592104	1592083	1591502	1591502	-	-	SCO1488	bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase	72	92	1	0,782608696	-0,353636955
1592329	1592381	1592884	1592910	+	-	SCO1489	DNA-binding protein	1506	2057	0,004750473	0,732134176	-0,449820024
1593516	1593516	1593088	1592961	-	nusB	SCO1490	transcription antitermination protein NusB	1258	952	1	1,321428571	0,402098444
1594149	1594085	1593519	1593517	-	-	SCO1491	elongation factor P	1094	677	0,930757784	1,615952733	0,692384999
1595256	1595256	1594150	1594150	-	-	SCO1492	peptidase	108	87	1	1,24137931	0,311944006
	1596323	1595436	1595436	-	-	SCO1493	hypothetical protein	39	27	0,657127176	1,444444444	0,530514717
	1597581	1596490	1596485	-	aroB	SCO1494	3-dehydroquinate synthase	297	274	1	1,083941606	0,116287038
	1598093	1597578		-	aroK	SCO1495	shikimate kinase	372	361	1	1,030470914	0,043303784
1599361	1599274	1598090		-	-	SCO1496	chorismate synthase	539	599	0,156295444	0,899833055	-0,15227073
	1599845	1599480		-	-	SCO1497	hypothetical protein	10	14	1	0,714285714	-0,485426827
	1600733	1599894	1599885	-	aroE	SCO1498	shikimate 5-dehydrogenase	54	44	1	1,227272727	0,295455884
1602462	1602462	1600714		-	-	SCO1499	hypothetical protein	67	56	1	1,196428571	0,258734268
	1603094	1602591	1602463	-	-	SCO1500	Holliday junction resolvase-like protein	172	166	1	1,036144578	0,051225323
	1605763	1603091		-	alaS	SCO1501	alanyl-tRNA synthetase	433	399	0,806562775	1,085213033	0,117978279
1606126	1606119	1605763		-	-	SCO1502	hypothetical protein	300	323	1	0,92879257	-0,106571664
1606606	1606576	1606127	1606127	-	-	SCO1503	hypothetical protein	660	801	0,661803667	0,823970037	-0,279336218
	1606679	1608931		+	-	SCO1504	regulator	4	1	1	4	2
1609825	1609590	1608976	1608915	-	rpsD	SCO1505	30S ribosomal protein S4	5082	4466	0,233098647	1,137931034	0,186413124
1611254	1611240	1609885	1609837	-	-	SCO1506	recombination factor protein RarA	164	155	1	1,058064516	0,081427599
1612165	1612032	1611310	1611304	-	-	SCO1507	hypothetical protein	183	161	1	1,136645963	0,18478296
	1613443	1612166	1612166	-	hisS	SCO1508	histidyl-tRNA synthetase	229	197	1	1,162436548	0,217151969
1614185	1614147	1613440		-	-	SCO1509	hydrolase	322	338	1	0,952662722	-0,069962558
1614277	1614331	1615164	1615244	+	-	SCO1510	peptidyl-prolyl cis-trans isomerase	260	169	0,266642024	1,538461538	0,621488377
1615248	1615300	1616367	1616387	+	-	SCO1511	hypothetical protein	726	777	0,28015754	0,934362934	-0,09794505
1616388	1616388	1616528	1616532	+	-	SCO1512	hypothetical protein	407	426	1	0,955399061	-0,065824636
1619175	1619150	1616607	1616592	-	-	SCO1513	GTP pyrophosphokinase	103	119	1	0,865546218	-0,208317236
1619837	1619831	1619334	1619320	-	-	SCO1514	adenine phosphoribosyltransferase	256	292	1	0,876712329	-0,189824559
1621000	1621000	1619879	1619838	-	secF	SCO1515	preprotein translocase subunit SecF	305	257	1	1,186770428	0,247040883
1622716	1622716	1621004	1621001	-	secD	SCO1516	preprotein translocase subunit SecD	316	199	0,895968336	1,587939698	0,667156128
1623474	1623460	1622951	1622949	-	-	SCO1517	hypothetical protein	643	468	1	1,373931624	0,458310208
1624739	1624709	1623636	1623546	-	ruvB	SCO1518	Holliday junction DNA helicase RuvB	61	71	1	0,85915493	-0,219009782
	1625361	1624756	1624756	-	ruvA	SCO1519	Holliday junction DNA helicase RuvA	51	38	0,877080083	1,342105263	0,424497829
1626032	1625924	1625358		-	ruvC	SCO1520	Holliday junction resolvase	62	99	0,596092472	0,626262626	-0,67516031
1626808	1626785	1626033	1626033	-	-	SCO1521	hypothetical protein	1082	1256	0,105592734	0,861464968	-0,215135965
1627443	1627443	1626835	1626812	-	-	SCO1522	glutamine amidotransferase subunit PdxT	282	355	1	0,794366197	-0,332123862
1628383	1628367	1627456	1627444	-	-	SCO1523	pyridoxal biosynthesis lyase PdxS	423	438	0,867274494	0,965753425	-0,050273206
1629021	1629021	1628479	1628479	-	-	SCO1524	hypothetical protein	31	15	0,146716329	2,066666667	1,047305715
	1630244	1629081	1629081	-	-	SCO1525	sugar transferase	51	67	1	0,76119403	-0,393663848
	1631176	1630241		-	-	SCO1526	lipid A biosynthesis lauroyl acyltransferase	55	48	1	1,145833333	0,196397213
1631898	1631898	1631173		-	-	SCO1527	membrane transferase	142	132	1	1,075757576	0,105353
1632040	1632106	1634304	1634304	+	-	SCO1528	elongation factor G	46	68	0,261456054	0,676470588	-0,563900885
1634564	1634572	1636227	1636390	+	-	SCO1529	hypothetical protein	235	338	0,016326422	0,695266272	-0,52436249
1636965	1636876	1636316	1636198	-	-	SCO1530	hypothetical protein	271	366	0,621274756	0,740437158	-0,433550797
1638982	1638942	1636966	1636966	-	thrS	SCO1531	threonyl-tRNA synthetase	532	454	1	1,171806167	0,228733948
	1640408	1639131		-	-	SCO1532	hypothetical protein	4	6	1	0,666666667	-0,584962501
	1640971	1640405		-	-	SCO1533	hypothetical protein	9	11	1	0,818181818	-0,289506617
1641105	1641143	1641868	1641888	+	-	SCO1534	DNA polymerase III subunit epsilon	32	117	2,43E-07	0,273504274	-1,87036472
	1642515	1642057		-	-	SCO1535	hypothetical protein	6	2	1	3	1,584962501
	1645023	1642555		-	-	SCO1536	hypothetical protein	1	1	1	1	0
	1646910	1645999		-	-	SCO1537	transport system membrane protein	3	2	1	1,5	0,584962501
	1647893	1646907		-	-	SCO1538	transport system membrane protein	1	1	1	1	0
	1649206	1647905		-	-	SCO1539	lipoprotein	1	1	1	1	0
1650185	1650185	1649733	1649653	-	-	SCO1540	hypothetical protein	232	412	0,021547348	0,563106796	-0,828519532
1650311	1650311	1650790	1650790	+	-	SCO1541	regulator	28	92	0,00136448	0,304347826	-1,716207034
1651069	1651070	1651630	1651630	+	-	SCO1542	hypothetical protein	42	43	1	0,976744186	-0,033947332
1652558	1652535	1652074	1651984	-	-	SCO1543	hypothetical protein	310	526	0,028825415	0,589353612	-0,762794584
1652664	1652664	1653251	1653485	+	-	SCO1544	hypothetical protein	164	274	0,065365695	0,598540146	-0,740480078
1654178	1654167	1653340	1653340	-	-	SCO1545	acetyltransferase	38	41	1	0,926829268	-0,109624491
	1655116	1654295	1654214	-	-	SCO1546	aminotransferase	323	289	1	1,117647059	0,160464672
1656174	1656174	1655113		-	-	SCO1547	anthranilate synthase	67	86	1	0,779069767	-0,360175564
1657220	1657130	1656870	1656852	-	-	SCO1548	hypothetical protein	1437	1037	1	1,385728062	0,470644168
	1658197	1657259		-	-	SCO1549	hypothetical protein	6	3	1	2	1
1658654	1658571	1658389	1658287	-	-	SCO1550	small membrane protein	458	1227	9,44E-07	0,373268134	-1,421715746
1659144	1659144	1660625	1660691	+	-	SCO1551	protein kinase	285	307	0,452985356	0,928338762	-0,107276736
1661471	1661471	1660653	1660651	-	-	SCO1552	rRNA methylase	28	40	1	0,7	-0,514573173
1662705	1662705	1661473	1661472	-	-	SCO1553	uroporphyrin-III methyltransferase	47	34	0,743399937	1,382352941	0,46712601
1666550	1666530	1662892	1662891	-	-	SCO1554	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	90	72	1	1,25	0,321928095
	1668129	1666903		-	-	SCO1555	methyltransferase	9	12	1	0,75	-0,415037499
1668945	1668945	1668247	1668193	-	-	SCO1556	acetyltransferase	75	39	0,077831106	1,923076923	0,943416472
1669914	1669883	1669056	1669009	-	-	SCO1557	lipoprotein	132	187	0,327725855	0,705882353	-0,502500341
1670683	1670672	1669950	1669950	-	-	SCO1558	ABC transporter permease	39	64	0,646140079	0,609375	-0,714597781
1671790	1671790	1670684	1670684	-	-	SCO1559	ABC transporter ATP-binding protein	28	54	0,18686324	0,518518519	-0,94753258
1672816	1672816	1672166	1672141	-	-	SCO1560	phosphatase	116	108	1	1,074074074	0,103093493
1672877	1672877	1673236	1673237	+	-	SCO1561	hypothetical protein	320	463	0,24722094	0,691144708	-0,532940288
1673238	1673238	1673654	1673755	+	-	SCO1562	hypothetical protein	309	417	0,351553696	0,741007194	-0,432440546
1674224	1674203	1673718	1673718	-	-	SCO1563	acetyltransferase	36	54	1	0,666666667	-0,584962501
	1674773	1674273		-	-	SCO1564	RNA polymerase sigma factor	1	2	1	0,5	-1
	1676026	1674848		-	-	SCO1565	glycerophosphoryl diester phosphodiesterase	3	3	1	1	0
1676375	1676402	1677073	1677084	+	-	SCO1566	acyltransferase	258	263	1	0,980988593	-0,027691734
	1678681	1677149	1677149	-	-	SCO1567	transmembrane-transport protein	91	57	0,336193995	1,596491228	0,674904626
1679247	1679247	1678678		-	-	SCO1568	TetR family transcriptional regulator	144	111	0,943746342	1,297297297	0,375509135
1680387	1680387	1679335	1679335	-	-	SCO1569	oxidoreductase	62	25	0,001710167	2,48	1,310340121
	1681859	1680432		-	-	SCO1570	argininosuccinate lyase	27	17	0,467632482	1,588235294	0,667424661
1681979	1681979	1682566	1682569	+	-	SCO1571	hypothetical protein	47	70	0,885111962	0,671428571	-0,574694165
	1682570	1683286		+	-	SCO1572	hypothetical protein	16	15	1	1,066666667	0,093109404
	1683419	1684756		+	-	SCO1573	oxidoreductase membrane protein	2	1	1	2	1
	1684919	1685587		+	-	SCO1574	hypothetical protein	1	1	1	1	0
	1685643	1686383		+	-	SCO1575	thiamine biosynthesis lipoprotein	1	1	1	1	0
1687157	1687155	1686616	1686616	-	-	SCO1576	arginine repressor	39	47	1	0,829787234	-0,269186633
	1688371	1687163	1687163	-	argD	SCO1577	acetylornithine aminotransferase	24	24	1	1	0
	1689288	1688368		-	-	SCO1578	acetylglutamate kinase	15	15	1	1	0
	1690436	1689285		-	argJ	SCO1579	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase	14	18	1	0,777777778	-0,362570079
1691467	1691461	1690433		-	argC	SCO1580	N-acetyl-gamma-glutamyl-phosphate reductase	25	26	1	0,961538462	-0,056583528
	1691495	1692058		+	-	SCO1581	hypothetical protein	14	14	1	1	0
1692572	1692572	1692048	1692032	-	-	SCO1582	ATP/GTP binding protein	65	111	0,403678876	0,585585586	-0,772048053
	1695109	1692635		-	-	SCO1583	arabinosidase	1	1	1	1	0
1695246	1695246	1695704	1695704	+	-	SCO1584	hypothetical protein	15	26	1	0,576923077	-0,793549123
	1696287	1695667		-	-	SCO1585	hypothetical protein	21	10	0,144493397	2,1	1,070389328
	1696801	1696361		-	-	SCO1586	hypothetical protein	18	19	1	0,947368421	-0,078002512
	1698298	1696856		-	-	SCO1587	transcriptional regulator	5	4	1	1,25	0,321928095
	1698333	1699295		+	-	SCO1588	hypothetical protein	14	18	1	0,777777778	-0,362570079
1699296	1699336	1699530	1699530	+	-	SCO1589	hypothetical protein	59	74	1	0,797297297	-0,326810316
	1700806	1699562		-	-	SCO1590	hypothetical protein	5	1	1	5	2,321928095
1700932	1700944	1701855	1702187	+	-	SCO1591	3-hydroxybutyryl-CoA dehydrogenase	405	380	1	1,065789474	0,091922489
	1702388	1701846		-	-	SCO1592	hypothetical protein	6	9	1	0,666666667	-0,584962501
	1703856	1702516		-	-	SCO1593	transcriptional regulator	1	3	1	0,333333333	-1,584962501
	1706806	1704284	1704235	-	pheT	SCO1594	phenylalanyl-tRNA synthetase subunit beta	447	371	1	1,204851752	0,268855645
1708022	1707882	1706806		-	pheS	SCO1595	phenylalanyl-tRNA synthetase subunit alpha	522	347	1	1,504322767	0,589114144
1709298	1709248	1708109	1708085	-	-	SCO1596	two-component sensor	32	25	0,989596214	1,28	0,35614381
1710223	1710147	1709299	1709299	-	-	SCO1597	rRNA methylase	72	67	1	1,074626866	0,103835811
1710742	1710714	1710331	1710308	-	rplT	SCO1598	50S ribosomal protein L20	3128	3124	0,445012983	1,00128041	0,001846059
1711008	1711006	1710812	1710752	-	rpmI	SCO1599	50S ribosomal protein L35	3152	2883	0,717795935	1,093305584	0,128696698
1712065	1711774	1711121	1711121	-	infC	SCO1600	translation initiation factor IF-3	3421	2721	0,645909208	1,257258361	0,330281148
1712158	1712158	1712523	1712558	+	-	SCO1601	hypothetical protein	232	241	1	0,962655602	-0,054908341
1713279	1713279	1712548	1712482	-	-	SCO1602	hypothetical protein	67	55	1	1,218181818	0,284729477
	1713855	1715099		+	-	SCO1603	transposase	4	2	1	2	1
1715678	1715678	1715151	1715092	-	-	SCO1604	hypothetical protein	33	72	0,181030554	0,458333333	-1,125530882
	1715196	1715549		+	-	SCO1605	hypothetical protein	6	1	1	6	2,584962501
	1715926	1716894		+	-	SCO1606	hypothetical protein	2	5	1	0,4	-1,321928095
	1718090	1716909	1716909	-	-	SCO1607	serine protease membrane protein	28	38	1	0,736842105	-0,440572591
	1718800	1718087		-	-	SCO1608	hypothetical protein	21	22	1	0,954545455	-0,067114196
1720261	1720261	1721469	1721563	+	-	SCO1609	hypothetical protein	42	39	1	1,076923077	0,106915204
	1722461	1721502		-	-	SCO1610	hypothetical protein	3	13	1	0,230769231	-2,115477217
	1723281	1722499		-	-	SCO1611	short chain dehydrogenase	1	3	1	0,333333333	-1,584962501
	1724729	1723278		-	-	SCO1612	aldehyde dehydrogenase	1	1	1	1	0
	1726114	1724726		-	-	SCO1613	glutamine synthetase	1	1	1	1	0
	1726192	1726902		+	-	SCO1614	transcriptional regulator	4	8	1	0,5	-1
	1726978	1727706		+	-	SCO1615	hypothetical protein	3	7	1	0,428571429	-1,222392421
1729404	1729404	1728427	1728310	-	-	SCO1616	transcriptional regulator	69	101	0,542336077	0,683168317	-0,549687026
	1729475	1730659		+	-	SCO1617	hypothetical protein	2	2	1	1	0
1731315	1731305	1730586	1730586	-	-	SCO1618	hypothetical protein	30	30	1	1	0
1731898	1731885	1731316	1731316	-	-	SCO1619	regulatory protein	75	71	1	1,056338028	0,079071571
	1734874	1732259	1732241	-	-	SCO1620	glycine/betaine ABC transporter permease	306	293	0,682768473	1,044368601	0,062630988
1736031	1735961	1734867		-	-	SCO1621	glycine/betaine transport ATP-binding protein	249	231	1	1,077922078	0,108252891
1736156	1736156	1737061	1737061	+	-	SCO1622	5'-3' exonuclease	45	44	1	1,022727273	0,032421478
1737153	1737167	1738009	1738080	+	-	SCO1623	hypothetical protein	705	887	0,034173806	0,79481398	-0,331310847
	1738998	1738408		-	-	SCO1624	acetyltransferase	9	11	1	0,818181818	-0,289506617
1738935	1739097	1740071	1740184	+	-	SCO1625	ribosomal pseudouridine synthase	15	25	0,890537601	0,6	-0,736965594
	1741561	1740065		-	-	SCO1626	cytochrome P450	7	3	1	2,333333333	1,222392421
	1742167	1741637		-	-	SCO1627	ATP-GTP binding protein	6	1	1	6	2,584962501
	1742654	1742238		-	-	SCO1628	hypothetical protein	3	1	1	3	1,584962501
	1743058	1742651		-	-	SCO1629	hypothetical protein	7	1	1	7	2,807354922
	1744680	1743055		-	-	SCO1630	hypothetical protein	3	1	1	3	1,584962501
1748002	1747935	1745083	1745073	-	-	SCO1631	helicase	138	163	0,247447305	0,846625767	-0,240203697
1748960	1748953	1748003	1748003	-	-	SCO1632	hypothetical protein	388	331	1	1,172205438	0,229225435
1749444	1749288	1749001	1748962	-	tatA	SCO1633	twin arginine translocase A	1123	1272	0,797849227	0,882861635	-0,179740743
1749759	1749759	1749565	1749544	-	-	SCO1634	small membrane protein	136	125	1	1088	0,121678557
	1750081	1749770	1749763	-	-	SCO1635	hypothetical protein	53	101	0,467520291	0,524752475	-0,930291028
1751160	1751160	1750078		-	-	SCO1636	hypothetical protein	87	88	1	0,988636364	-0,016488123
1752146	1752132	1751179	1751161	-	-	SCO1637	hypothetical protein	114	163	0,29278268	0,699386503	-0,51583814
1752655	1752641	1752270	1752270	-	-	SCO1638	peptidyl-prolyl cis-trans isomerase	2555	3067	0,095744422	0,833061624	-0,263504875
1753716	1753708	1752701	1752657	-	-	SCO1639	peptidyl-prolyl cis-trans isomerase	92	89	1	1,033707865	0,047828525
1755251	1755251	1753890	1753810	-	-	SCO1640	hypothetical protein	1044	1650	1,73E-04	0,632727273	-0,660344313
1756546	1756478	1755261	1755252	-	-	SCO1641	transporter	129	159	1	0,811320755	-0,3016557
	1756582	1757634		+	-	SCO1642	LacI family regulator	11	5	1	2,2	1,137503524
1758451	1758413	1757649	1757593	-	-	SCO1643	20S proteasome alpha-subunit	757	1216	1,29E-04	0,622532895	-0,683778023
	1759320	1758475	1758475	-	-	SCO1644	20S proteasome subunit beta	967	1325	0,005642367	0,729811321	-0,454404565
1759865	1759865	1759272		-	-	SCO1645	hypothetical protein	638	1065	9,82E-04	0,599061033	-0,739225101
